"HPID","MPID","MPterm","HPterm"
"HP:0005281","MP:0030035","small nasal bridge","Hypoplastic nasal bridge"
"HP:0005303","MP:0010524","calcified aortic arch","Aortic arch calcification"
"HP:0005304","MP:0010528","pulmonary vein hypoplasia","Hypoplastic pulmonary veins"
"HP:0005305","MP:0031160","abnormal cerebral venous thrombosis","Cerebral venous thrombosis"
"HP:0005317","MP:0003034","increased pulmonary vascular resistance","Increased pulmonary vascular resistance"
"HP:0005326","MP:0012258","philtrum hypoplasia","Hypoplastic philtrum"
"HP:0005336","MP:0030053","increased forehead pigmentation","Forehead hyperpigmentation"
"HP:0005339","MP:0002471","abnormal complement pathway","Abnormality of complement system"
"HP:0005343","MP:0003617","urinary bladder hypoplasia","Hypoplasia of the bladder"
"HP:0005344","MP:0004181","abnormal carotid artery morphology","Abnormal carotid artery morphology"
"HP:0005345","MP:0006062","abnormal vena cava morphology","Abnormal vena cava morphology"
"HP:0005349","MP:0030892","epiglottis hypoplasia","Hypoplasia of the epiglottis"
"HP:0005359","MP:0000705","athymia","Aplasia of the thymus"
"HP:0005365","MP:0008071","absent B cells","Severe B lymphocytopenia"
"HP:0005372","MP:0002459","abnormal B cell physiology","Abnormality of B cell physiology"
"HP:0005403","MP:0005018","decreased T cell number","T lymphocytopenia"
"HP:0005404","MP:0005014","increased B cell number","Increased B cell count"
"HP:0005415","MP:0008079","decreased CD8-positive, alpha-beta T cell number","Decreased proportion of CD8-positive T cells"
"HP:0005422","MP:0000727","absent CD8-positive, alpha-beta T cells","Absence of CD8-positive T cells"
"HP:0005441","MP:0030359","cranial suture sclerosis","Sclerotic cranial sutures"
"HP:0005458","MP:0030392","premature fontanelle closure","Premature closure of fontanelles"
"HP:0005465","MP:0030418","facial hyperostosis","Facial hyperostosis"
"HP:0005466","MP:0004869","frontal bone hypoplasia","Hypoplasia of the frontal bone"
"HP:0005469","MP:0030289","flat occipital bone","Flat occiput"
"HP:0005473","MP:0003740","fusion of middle ear ossicles","Fusion of middle ear ossicles"
"HP:0005479","MP:0002492","decreased IgE level","Decreased circulating IgE"
"HP:0005483","MP:0010371","abnormal epiglottis morphology","Abnormal epiglottis morphology"
"HP:0005486","MP:0030389","small fontanelles","Small fontanelle"
"HP:0005502","MP:0031085","increased erythrocyte osmotic fragility","Increased red cell osmotic fragility"
"HP:0005506","MP:0005481","increased chronic myelocytic leukemia incidence","Chronic myelogenous leukemia"
"HP:0005513","MP:0008254","increased megakaryocyte cell number","Increased megakaryocyte count"
"HP:0005518","MP:0002590","increased mean corpuscular volume","Increased mean corpuscular volume"
"HP:0005528","MP:0013776","bone marrow failure","Bone marrow hypocellularity"
"HP:0005528","MP:0000333","decreased bone marrow cell number","Bone marrow hypocellularity"
"HP:0005537","MP:0008935","decreased mean platelet volume","Decreased mean platelet volume"
"HP:0005548","MP:0008255","decreased megakaryocyte cell number","Megakaryocytopenia"
"HP:0005557","MP:0004469","abnormal zygomatic arch morphology","Abnormal zygomatic arch morphology"
"HP:0005562","MP:0008528","polycystic kidney","Multiple renal cysts"
"HP:0005563","MP:0011290","decreased nephron number","Decreased numbers of nephrons"
"HP:0005576","MP:0003215","renal interstitial fibrosis","Tubulointerstitial fibrosis"
"HP:0005580","MP:0011803","double kidney pelvis","Duplication of renal pelvis"
"HP:0005592","MP:0030917","enlarged melanosome","Giant melanosomes in melanocytes"
"HP:0005645","MP:0004685","calcified intervertebral disk","Intervertebral disk calcification"
"HP:0005736","MP:0002764","short tibia","Short tibia"
"HP:0005792","MP:0004351","short humerus","Short humerus"
"HP:0005815","MP:0000480","increased rib number","Supernumerary ribs"
"HP:0005912","MP:0031315","biliary atresia","Biliary atresia"
"HP:0005930","MP:0000131","abnormal long bone epiphysis morphology","Abnormality of epiphysis morphology"
"HP:0005938","MP:0011050","abnormal respiratory motile cilium morphology","Abnormal respiratory motile cilium morphology"
"HP:0005944","MP:0001181","absent lungs","Bilateral lung agenesis"
"HP:0005959","MP:0030973","impaired gluconeogenesis","Impaired gluconeogenesis"
"HP:0005961","MP:0030662","decreased circulating arginine level","Hypoargininemia"
"HP:0005972","MP:0012550","respiratory acidosis","Respiratory acidosis"
"HP:0005990","MP:0002951","small thyroid gland","Thyroid hypoplasia"
"HP:0005990","MP:0003499","thyroid gland hypoplasia","Thyroid hypoplasia"
"HP:0006000","MP:0003587","ureter obstruction","Ureteral obstruction"
"HP:0006254","MP:0012602","increased alpha-fetoprotein level","Elevated alpha-fetoprotein"
"HP:0006261","MP:0030813","abnormal hand interphalangeal joint morphology","Abnormal phalangeal joint morphology of the hand"
"HP:0006266","MP:0004259","small placenta","Small placenta"
"HP:0006267","MP:0004260","enlarged placenta","Large placenta"
"HP:0006270","MP:0000694","spleen hypoplasia","Hypoplastic spleen"
"HP:0006274","MP:0003339","decreased pancreatic beta cell number","Reduced pancreatic beta cells"
"HP:0006277","MP:0009110","pancreas hyperplasia","Pancreatic hyperplasia"
"HP:0006280","MP:0003341","chronic pancreas inflammation","Chronic pancreatitis"
"HP:0006288","MP:0000122","premature tooth eruption","Advanced eruption of teeth"
"HP:0006308","MP:0030466","alveolar process atrophy","Atrophy of alveolar ridges"
"HP:0006336","MP:0030497","short tooth root","Short dental root"
"HP:0006342","MP:0030499","conical tooth","Peg-shaped maxillary lateral incisors"
"HP:0006349","MP:0030608","decreased tooth number","Agenesis of permanent teeth"
"HP:0006424","MP:0008951","long radius","Elongated radius"
"HP:0006426","MP:0002728","absent tibia","Rudimentary to absent tibiae"
"HP:0006429","MP:0030794","broad femur neck","Broad femoral neck"
"HP:0006436","MP:0002764","short tibia","obsolete Shortening of the tibia"
"HP:0006443","MP:0004694","absent patella","Patellar aplasia"
"HP:0006479","MP:0013250","abnormal dental pulp morphology","Abnormal dental pulp morphology"
"HP:0006482","MP:0002100","abnormal tooth morphology","Abnormality of dental morphology"
"HP:0006483","MP:0030611","abnormal tooth number","Abnormal number of teeth"
"HP:0006486","MP:0030493","abnormal tooth root morphology","Abnormal dental root morphology"
"HP:0006487","MP:0011505","camptomelia","Bowing of the long bones"
"HP:0006514","MP:0010923","calcified pulmonary alveolus","Intraalveolar nodular calcifications"
"HP:0006515","MP:0001862","interstitial pneumonia","Interstitial pneumonitis"
"HP:0006517","MP:0010998","pulmonary alveolar proteinosis","Intraalveolar phospholipid accumulation"
"HP:0006548","MP:0010480","pulmonary arteriovenous malformation","Pulmonary arteriovenous malformation"
"HP:0006560","MP:0004839","bile duct hyperplasia","Biliary hyperplasia"
"HP:0006568","MP:0010400","increased liver glycogen level","Increased hepatic glycogen content"
"HP:0006574","MP:0010529","hepatic arteriovenous malformation","Hepatic arteriovenous malformation"
"HP:0006681","MP:0010532","absent atrioventricular node","Absent atrioventricular node"
"HP:0006682","MP:0009732","ventricular premature beat","Premature ventricular contraction"
"HP:0006690","MP:0010534","calcified myocardium","Myocardial calcification"
"HP:0006693","MP:0010535","myocardium steatosis","Myocardial steatosis"
"HP:0006695","MP:0010412","atrioventricular septal defect","Atrioventricular canal defect"
"HP:0006704","MP:0004111","abnormal coronary artery morphology","Abnormal coronary artery morphology"
"HP:0006705","MP:0002745","abnormal atrioventricular valve morphology","Abnormal atrioventricular valve morphology"
"HP:0006771","MP:0009311","increased duodenum adenocarcinoma incidence","Duodenal adenocarcinoma"
"HP:0006872","MP:0000785","telencephalon hypoplasia","Cerebral hypoplasia"
"HP:0006891","MP:0000789","thickened cerebral cortex","Thick cerebral cortex"
"HP:0006956","MP:0008535","enlarged lateral ventricles","Dilation of lateral ventricles"
"HP:0006956","MP:0000825","dilated lateral ventricle","Dilation of lateral ventricles"
"HP:0007027","MP:0000847","abnormal metencephalon morphology","Poorly formed metencephalon"
"HP:0007033","MP:0000849","abnormal cerebellum morphology","Cerebellar dysplasia"
"HP:0007082","MP:0000827","dilated third ventricle","Dilated third ventricle"
"HP:0007209","MP:0030141","facial paralysis","Facial paralysis"
"HP:0007265","MP:0012087","absent midbrain","Absent mesencephalon"
"HP:0007268","MP:0006291","aprosencephaly","Aprosencephaly"
"HP:0007343","MP:0004166","abnormal limbic system morphology","Abnormal morphology of the limbic system"
"HP:0007359","MP:0014120","focal seizures","Focal-onset seizure"
"HP:0007361","MP:0000848","abnormal pons morphology","Abnormal pons morphology"
"HP:0007373","MP:0000938","motor neuron degeneration","Motor neuron atrophy"
"HP:0007376","MP:0000820","abnormal choroid plexus morphology","Abnormal choroid plexus morphology"
"HP:0007384","MP:0030915","abnormal melanosome maturation","Aberrant melanosome maturation"
"HP:0007430","MP:0013807","generalized edema","Generalized edema"
"HP:0007485","MP:0008843","absent subcutaneous adipose tissue","Absence of subcutaneous fat"
"HP:0007543","MP:0001242","hyperkeratosis","Epidermal hyperkeratosis"
"HP:0007628","MP:0030259","mandibular condyloid process hypoplasia","Mandibular condyle hypoplasia"
"HP:0007633","MP:0031290","bilateral microphthalmia","Bilateral microphthalmos"
"HP:0007656","MP:0001347","absent lacrimal glands","Lacrimal gland aplasia"
"HP:0007663","MP:0006149","decreased visual acuity","Reduced visual acuity"
"HP:0007670","MP:0004844","abnormal vestibuloocular reflex","Abnormal vestibulo-ocular reflex"
"HP:0007676","MP:0006226","iris hypoplasia","Hypoplasia of the iris"
"HP:0007703","MP:0005103","abnormal retina pigmentation","Abnormality of retinal pigmentation"
"HP:0007705","MP:0012351","cornea degeneration","Corneal degeneration"
"HP:0007732","MP:0014151","lacrimal gland hypoplasia","Lacrimal gland hypoplasia"
"HP:0007734","MP:0013453","enlarged lacrimal gland","Enlarged lacrimal glands"
"HP:0007770","MP:0002984","retina hypoplasia","Hypoplasia of the retina"
"HP:0007774","MP:0013743","ciliary body hypoplasia","Hypoplasia of the ciliary body"
"HP:0007787","MP:0010253","posterior subcapsular cataract","Posterior subcapsular cataract"
"HP:0007795","MP:0010256","anterior cortical cataract","Anterior cortical cataract"
"HP:0007807","MP:0006220","optic nerve compression","Optic nerve compression"
"HP:0007862","MP:0006188","calcified retina","Retinal calcification"
"HP:0007886","MP:0030171","absent extraocular muscles","Absent extraocular muscles"
"HP:0007906","MP:0005258","ocular hypertension","Ocular hypertension"
"HP:0007917","MP:0020443","tractional retina detachment","Tractional retinal detachment"
"HP:0007957","MP:0001314","corneal opacity","Corneal opacity"
"HP:0007968","MP:0010711","persistent hyperplastic primary vitreous","Remnants of the hyaloid vascular system"
"HP:0007971","MP:0010262","lamellar cataract","Lamellar cataract"
"HP:0007973","MP:0001325","abnormal retina morphology","Retinal dysplasia"
"HP:0007985","MP:0031146","retina arteriole occlusion","Retinal arteriolar occlusion"
"HP:0007990","MP:0006230","iris stroma hypoplasia","Hypoplastic iris stroma"
"HP:0008034","MP:0005102","abnormal iris pigmentation","Abnormal iris pigmentation"
"HP:0008043","MP:0031145","retina arteriole stenosis","Retinal arteriolar constriction"
"HP:0008048","MP:0006250","abnormal line of Schwalbe morphology","Abnormal line of Schwalbe morphology"
"HP:0008052","MP:0021107","retina fold","Retinal fold"
"HP:0008066","MP:0001208","blistering","Abnormal blistering of the skin"
"HP:0008070","MP:0000416","sparse hair","Sparse hair"
"HP:0008081","MP:0031291","pes valgus","Pes valgus"
"HP:0008151","MP:0012356","increased prothrombin time","Prolonged prothrombin time"
"HP:0008155","MP:0011473","increased urine glycosaminoglycan level","Mucopolysacchariduria"
"HP:0008163","MP:0014162","decreased circulating cortisol level","Decreased circulating cortisol level"
"HP:0008165","MP:0013764","decreased T-helper cell number","Decreased helper T cell proportion"
"HP:0008188","MP:0000681","abnormal thyroid gland morphology","Thyroid dysgenesis"
"HP:0008191","MP:0005314","absent thyroid gland","Thyroid agenesis"
"HP:0008208","MP:0003493","parathyroid gland hyperplasia","Parathyroid hyperplasia"
"HP:0008209","MP:0031020","premature ovarian failure","Premature ovarian insufficiency"
"HP:0008216","MP:0000639","abnormal adrenal gland morphology","Adrenal gland dysgenesis"
"HP:0008221","MP:0000642","enlarged adrenal glands","Adrenal hyperplasia"
"HP:0008222","MP:0001926","female infertility","Female infertility"
"HP:0008232","MP:0001750","increased circulating follicle stimulating hormone level","Elevated circulating follicle stimulating hormone level"
"HP:0008239","MP:0008301","adrenal medulla hyperplasia","Adrenal medullary hypoplasia"
"HP:0008247","MP:0005477","increased circulating thyroxine level","Euthyroid hyperthyroxinemia"
"HP:0008249","MP:0003498","thyroid gland hyperplasia","Thyroid hyperplasia"
"HP:0008322","MP:0006035","abnormal mitochondrial morphology","Abnormal mitochondrial morphology"
"HP:0008358","MP:0030667","increased circulating proline level","Hyperprolinemia"
"HP:0008365","MP:0005109","abnormal talus morphology","Abnormal talus morphology"
"HP:0008368","MP:0008919","fused tarsal bones","Tarsal synostosis"
"HP:0008404","MP:0012400","nail dystrophy","Nail dystrophy"
"HP:0008404","MP:0000579","abnormal nail morphology","Nail dystrophy"
"HP:0008419","MP:0004684","intervertebral disk degeneration","Intervertebral disc degeneration"
"HP:0008422","MP:0021137","abnormal wedge-shaped vertebrae","Vertebral wedging"
"HP:0008428","MP:0004687","split vertebrae","Vertebral clefting"
"HP:0008465","MP:0000138","absent vertebrae","Absent vertebra"
"HP:0008479","MP:0004667","vertebral body hypoplasia","Hypoplastic vertebral bodies"
"HP:0008479","MP:0004610","small vertebrae","Hypoplastic vertebral bodies"
"HP:0008519","MP:0010114","abnormal coccyx morphology","Abnormal coccyx morphology"
"HP:0008544","MP:0003736","folded helix","Abnormally folded helix"
"HP:0008551","MP:0000018","small ears","Microtia"
"HP:0008551","MP:0030297","outer ear hypoplasia","Microtia"
"HP:0008609","MP:0000049","abnormal middle ear morphology","Morphological abnormality of the middle ear"
"HP:0008661","MP:0003592","urethra stricture","Urethral stenosis"
"HP:0008665","MP:0003529","enlarged clitoris","Clitoral hypertrophy"
"HP:0008669","MP:0001156","abnormal spermatogenesis","Abnormal spermatogenesis"
"HP:0008682","MP:0004154","renal tubular necrosis","Renal tubular epithelial necrosis"
"HP:0008683","MP:0003522","enlarged labia minora","Enlarged labia minora"
"HP:0008687","MP:0005147","prostate gland hypoplasia","Hypoplasia of the prostate"
"HP:0008689","MP:0031287","bilateral cryptorchism","Bilateral cryptorchidism"
"HP:0008696","MP:0003602","increased renal hamartoma incidence","Renal hamartoma"
"HP:0008697","MP:0003576","oviduct hypoplasia","Hypoplasia of the fallopian tube"
"HP:0008707","MP:0002670","absent scrotum","Absent scrotum"
"HP:0008711","MP:0000659","prostate gland hyperplasia","Benign prostatic hyperplasia"
"HP:0008716","MP:0003593","urethrovaginal fistula","Urethrovaginal fistula"
"HP:0008724","MP:0005158","ovary hypoplasia","Hypoplasia of the ovary"
"HP:0008726","MP:0008984","vagina hypoplasia","Hypoplasia of the vagina"
